soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_emp_was_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
15-1111,Computer and Information Research Scientists,66,38480.0,38480.0,False,152310.0,15721.0,14646.0,10798.0,5025.5,2749.0,9141.0,30367.0,15823.5,11890.0,15688.160303893637,14480.026400759734,10773.148338081672,4973.577777777778,2749.0,9037.155555555555,30168.18670465337,15746.726115859448,11786.155555555555,0.4076964735939095,0.376300062389806,0.27996747240336983,0.12925098175098174,0.07143970893970894,0.23485331485331484,0.7839965359837154,0.40921845415435154,0.30629302379302376
15-1121,Computer Systems Analysts,64,497800.0,497800.0,False,111960.0,69922.0,70312.0,37237.0,22976.0,18606.0,43144.0,140234.0,60213.0,61750.0,69922.0,70312.0,37237.0,22976.0,18606.0,43144.0,140234.0,60213.0,61750.0,0.14046203294495782,0.14124548011249496,0.07480313378867015,0.04615508236239454,0.03737645640819606,0.08666934511852149,0.2817075130574528,0.12095821615106468,0.12404580152671756
15-1122,Information Security Analysts,65,179430.0,179430.0,False,127730.0,7365.0,4375.0,4943.0,1653.0,852.0,2361.0,11740.0,6596.0,3213.0,7365.0,4375.0,4943.0,1653.0,852.0,2361.0,11740.0,6596.0,3213.0,0.04104664771777295,0.02438276765312378,0.027548347545003623,0.009212506269854539,0.004748369837819763,0.013158334726634342,0.06542941537089673,0.03676085381485816,0.017906704564454104
15-1131,Computer Programmers,71,109870.0,109870.0,False,103640.0,115623.0,121237.0,80984.0,71649.0,17282.0,47646.0,236860.0,152633.0,64928.0,115623.0,121237.0,80984.0,71649.0,17282.0,47646.0,236860.0,152633.0,64928.0,1.0523618822244472,1.1034586329298262,0.7370892873395831,0.6521252389187221,0.15729498498225175,0.4336579594065714,2.1558205151542733,1.3892145262583053,0.5909529443888232
15-1132,"Software Developers, Applications (#)",25,893820.0,893820.0,False,142013.50540377258,324634.3333333333,174844.16666666666,252007.0,111900.0,48764.0,60404.0,499478.5,363907.0,109168.0,326908.7758714144,175761.6417500738,253850.58488206725,112469.45215337967,48936.98700727185,60725.387028738565,502670.41762148816,366320.0370354469,109662.37403601041,0.3657434112812584,0.1966409811260363,0.2840063825849357,0.1258300912413905,0.05475038263551033,0.06793916787355235,0.5623843924072948,0.4098364738263262,0.12268955050906269
15-1133,"Software Developers, Systems Software (#)",25,893820.0,893820.0,False,142013.50540377258,156229.33333333334,81499.16666666667,125096.0,54739.0,21360.0,25490.0,237728.5,179835.0,46850.0,158503.7758714144,82416.64175007379,126939.58488206724,55308.452153379665,21532.987007271848,25811.38702873856,240920.4176214882,182248.0370354469,47344.37403601041,0.1773329930762507,0.09220720251289274,0.14201918158249674,0.06187873638247037,0.024090965750678938,0.02887761185556215,0.26954019558914344,0.20389791796496712,0.052968577606241095
15-1134,Web Developers (#),25,134560.0,134560.0,False,104030.50237812128,78818.0,93167.5,60904.0,51168.0,9826.5,39849.5,171985.5,112072.0,49676.0,77121.66528949275,90961.92424688063,59642.98973929762,50404.3087508118,9531.855517150849,38444.40347774249,168083.5895363734,110047.29849010942,47976.25899489334,0.5731396053024135,0.675995275318673,0.4432445729733771,0.3745861232967583,0.07083721400974174,0.28570454427573194,1.2491348806210865,0.8178306962701354,0.3565417582854737
15-1141,Database Administrators (#),25,105565.0,105565.0,False,118232.44351821153,66586.0,24711.0,46548.0,13934.0,9234.0,10091.0,91297.0,60482.0,19325.0,66586.0,24711.0,46548.0,13934.0,9234.0,10091.0,91297.0,60482.0,19325.0,0.6307583005731067,0.2340832662340738,0.44094159996210863,0.13199450575474825,0.08747217354236726,0.0955903945436461,0.8648415668071804,0.5729361057168569,0.18306256808601334
15-1142,Network and Computer Systems Administrators,70,318570.0,318570.0,False,101190.0,31854.0,61671.0,24954.0,43700.0,3758.0,16186.0,93525.0,68654.0,19944.0,31854.0,61671.0,24954.0,43700.0,3758.0,16186.0,93525.0,68654.0,19944.0,0.09999058291741218,0.19358696675769846,0.07833129296543931,0.13717550302916157,0.01179646545500204,0.050808299588787395,0.2935775496751106,0.21550679599460087,0.06260476504378944
15-1143,Computer Network Architects,69,177010.0,177010.0,False,135890.0,10839.0,6778.0,6918.0,2211.0,418.0,3086.0,17617.0,9129.0,3504.0,10839.0,6778.0,6918.0,2211.0,418.0,3086.0,17617.0,9129.0,3504.0,0.061233828597254396,0.03829162194226315,0.03908253770973391,0.012490819727699,0.0023614485057341394,0.017434043274391277,0.09952545053951754,0.051573357437432917,0.019795491780125418
15-1151,Computer User Support Specialists,68,697210.0,697210.0,False,64990.0,5211.0,8349.0,3708.0,4481.0,574.0,3389.0,13560.0,8189.0,3963.0,5211.0,8349.0,3708.0,4481.0,574.0,3389.0,13560.0,8189.0,3963.0,0.0074740752427532595,0.011974871272643824,0.0053183402418209725,0.006427044936245894,0.0008232813642948323,0.004860802340758165,0.019448946515397084,0.011745385178066867,0.005684083705052997
15-1152,Computer Network Support Specialists,67,146450.0,146450.0,False,79610.0,14623.0,8947.0,10449.0,4371.0,1697.0,3944.0,23570.0,14820.0,5641.0,14623.0,8947.0,10449.0,4371.0,1697.0,3944.0,23570.0,14820.0,5641.0,0.0998497780812564,0.061092523045407986,0.07134858313417548,0.0298463639467395,0.011587572550358484,0.02693069306930693,0.16094230112666438,0.10119494708091499,0.03851826561966541
15-1199,"Computer Occupations, All Other (#)",25,709761.6666666667,709761.6666666667,False,112802.58589150818,375424.0,270339.5,268653.0,139618.0,54183.5,120792.5,645763.5,408271.0,174976.0,377120.33471050725,272545.07575311937,269914.01026070234,140381.6912491882,54478.14448284915,122197.59652225752,649665.4104636266,410295.7015098906,176675.74100510665,0.5313337595162327,0.38399520367604995,0.3802882332717823,0.19778708521760335,0.07675554632120521,0.17216708405252115,0.9153289631922826,0.5780753184893858,0.24892263037372633
15-2011,Actuaries,72,28340.0,28340.0,False,134990.0,592.0,6787.0,350.0,1586.0,156.0,4874.0,7379.0,1936.0,5030.0,592.0,6787.0,350.0,1586.0,156.0,4874.0,7379.0,1936.0,5030.0,0.02088920254057869,0.239484827099506,0.012350035285815103,0.05596330275229358,0.005504587155963303,0.1719830628087509,0.26037402964008466,0.06831333803810868,0.1774876499647142
15-2021,Mathematicians,73,2220.0,2220.0,False,122520.0,7146.0,5971.0,2470.0,2932.0,2957.0,2791.0,13117.0,5402.0,5748.0,7146.0,5971.0,2470.0,2932.0,2957.0,2791.0,13117.0,5402.0,5748.0,3.218918918918919,2.6896396396396396,1.1126126126126126,1.3207207207207208,1.331981981981982,1.2572072072072071,5.908558558558559,2.433333333333333,2.5891891891891894
15-2031,Operations Research Analysts,74,107760.0,107760.0,False,99120.0,5061.0,11684.0,3515.0,4565.0,697.0,6551.0,16745.0,8080.0,7248.0,5061.0,11684.0,3515.0,4565.0,697.0,6551.0,16745.0,8080.0,7248.0,0.04696547884187082,0.10842613214550854,0.03261878247958426,0.0423626577579807,0.0064680772086117295,0.06079250185597624,0.15539161098737936,0.07498144023756496,0.06726057906458797
15-2041,Statisticians,75,29800.0,29800.0,False,112330.0,39733.0,17090.0,31344.0,7371.0,3385.0,8106.0,56823.0,38715.0,11491.0,39733.0,17090.0,31344.0,7371.0,3385.0,8106.0,56823.0,38715.0,11491.0,1.3333221476510067,0.573489932885906,1.0518120805369127,0.2473489932885906,0.11359060402684563,0.27201342281879193,1.9068120805369126,1.2991610738255033,0.3856040268456376
15-2091,Mathematical Technicians,76,2330.0,2330.0,False,84700.0,1565.0,903.0,1280.0,470.0,52.0,265.0,2468.0,1750.0,317.0,1565.0,903.0,1280.0,470.0,52.0,265.0,2468.0,1750.0,317.0,0.6716738197424893,0.38755364806866954,0.5493562231759657,0.2017167381974249,0.022317596566523604,0.11373390557939914,1.0592274678111588,0.7510729613733905,0.13605150214592274
15-2099,"Mathematical Science Occupations, All Other (#)",76,235770.0,235770.0,False,124195.78657165881,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-1011,"Architects, Except Landscape and Naval",77,111140.0,111140.0,False,103390.0,522.5,1781.0,388.0,622.5,8.0,830.0,2303.5,1010.5,838.0,606.2011933904529,2031.0529375764995,456.6419828641371,718.8089045287638,13.60342717258262,962.3809669522643,2637.2541309669523,1175.4508873929008,975.9843941248471,0.005454392598438482,0.018274725009685976,0.0041087095812860994,0.00646759856513194,0.00012239902080783354,0.008659177316468097,0.023729117608124458,0.010576308146418039,0.008781576337275932
17-1012,Landscape Architects,78,19580.0,19580.0,False,88000.0,119.5,753.0,98.0,217.5,8.0,375.0,872.5,315.5,383.0,35.79880660954713,502.9470624235006,29.358017135862916,121.19109547123622,2.3965728274173808,242.61903304773563,538.7458690330477,150.54911260709915,245.015605875153,0.0018283353733170137,0.025686775404673165,0.001499388004895961,0.006189535008745466,0.00012239902080783354,0.012391166141355242,0.027515110777990178,0.007688923013641428,0.012513565162163074
17-1021,Cartographers and Photogrammetrists,79,12790.0,12790.0,False,82860.0,491.0,274.0,395.0,122.0,0.0,18.0,765.0,517.0,18.0,491.0,274.0,395.0,122.0,0.0,18.0,765.0,517.0,18.0,0.038389366692728695,0.021422986708365913,0.0308835027365129,0.009538702111024238,0.0,0.0014073494917904612,0.05981235340109461,0.04042220484753714,0.0014073494917904612
17-1022,Surveyors,80,53080.0,53080.0,False,76730.0,119.0,185.0,62.0,42.0,0.0,42.0,304.0,104.0,42.0,119.0,185.0,62.0,42.0,0.0,42.0,304.0,104.0,42.0,0.0022418990203466466,0.003485305199698568,0.0011680482290881689,0.0007912584777694046,0.0,0.0007912584777694046,0.005727204220045215,0.0019593067068575734,0.0007912584777694046
17-2011,Aerospace Engineers,81,68440.0,68440.0,False,141180.0,303.0,482.0,253.0,206.0,0.0,202.0,785.0,459.0,202.0,303.0,482.0,253.0,206.0,0.0,202.0,785.0,459.0,202.0,0.004427235534774985,0.007042665108123904,0.00369666861484512,0.003009935710111046,0.0,0.002951490356516657,0.01146990064289889,0.006706604324956166,0.002951490356516657
17-2021,Agricultural Engineers,82,1680.0,1680.0,False,84240.0,0.0,413.0,0.0,95.0,0.0,212.0,413.0,95.0,212.0,0.0,413.0,0.0,95.0,0.0,212.0,413.0,95.0,212.0,0.0,0.24583333333333332,0.0,0.05654761904761905,0.0,0.1261904761904762,0.24583333333333332,0.05654761904761905,0.1261904761904762
17-2031,Biomedical Engineers,83,21860.0,21860.0,False,115020.0,164.0,818.0,105.0,80.0,0.0,639.0,982.0,185.0,639.0,164.0,818.0,105.0,80.0,0.0,639.0,982.0,185.0,639.0,0.007502287282708142,0.037419945105215006,0.004803293687099725,0.0036596523330283625,0.0,0.029231473010064044,0.044922232387923144,0.008462946020128087,0.029231473010064044
17-2041,Chemical Engineers,84,20330.0,20330.0,False,128430.0,0.0,145.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.007132316773241515,0.0,0.0,0.0,0.0,0.007132316773241515,0.0,0.0
17-2051,Civil Engineers,85,355410.0,355410.0,False,107050.0,652.0,1103.0,479.0,112.0,31.0,450.0,1755.0,591.0,481.0,652.0,1103.0,479.0,112.0,31.0,450.0,1755.0,591.0,481.0,0.0018345009988464027,0.0031034579781097885,0.0013477392307475872,0.0003151290059368054,8.722320700036577e-05,0.0012661433274246644,0.004937958976956191,0.0016628682366843926,0.0013533665344250302
17-2061,Computer Hardware Engineers,86,75710.0,75710.0,False,156770.0,8295.333333333332,8839.666666666666,6028.0,3336.0,1024.0,5071.0,17135.0,9364.0,6095.0,3746.4482571712238,7004.716499852417,2340.830235865511,2197.095693240669,678.0259854563018,4428.225942522875,10751.16475702364,4537.92592910618,5106.251927979178,0.0494841930679068,0.09252036058449897,0.030918375853460717,0.029019887640214886,0.008955567104164598,0.058489313730324594,0.14200455365240575,0.059938263493675606,0.0674448808344892
17-2071,Electrical Engineers,87,188790.0,188790.0,False,120980.0,1703.0,1749.0,1380.0,458.0,149.0,822.0,3452.0,1838.0,971.0,1703.0,1749.0,1380.0,458.0,149.0,822.0,3452.0,1838.0,971.0,0.009020604904920812,0.009264261878277452,0.007309709200699189,0.0024259759521161077,0.0007892367180465067,0.004354044176068648,0.018284866783198264,0.009735685152815298,0.005143280894115154
17-2072,"Electronics Engineers, Except Computer",88,93940.0,93940.0,False,132500.0,1126.0,1757.0,749.0,535.0,28.0,679.0,2883.0,1284.0,707.0,1126.0,1757.0,749.0,535.0,28.0,679.0,2883.0,1284.0,707.0,0.011986374281456248,0.018703427719821163,0.00797317436661699,0.005695124547583564,0.00029806259314456036,0.0072280178837555885,0.03068980200127741,0.013668298914200554,0.007526080476900149
17-2081,Environmental Engineers,89,37950.0,37950.0,False,110570.0,198.0,755.0,138.0,138.0,0.0,186.0,953.0,276.0,186.0,198.0,755.0,138.0,138.0,0.0,186.0,953.0,276.0,186.0,0.0052173913043478265,0.01989459815546772,0.0036363636363636364,0.0036363636363636364,0.0,0.004901185770750988,0.025111989459815548,0.007272727272727273,0.004901185770750988
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",90,23220.0,23220.0,False,113770.0,119.0,162.0,105.0,17.0,0.0,31.0,281.0,122.0,31.0,119.0,162.0,105.0,17.0,0.0,31.0,281.0,122.0,31.0,0.00512489233419466,0.0069767441860465115,0.004521963824289405,0.0007321274763135229,0.0,0.001335055986218777,0.012101636520241172,0.005254091300602929,0.001335055986218777
17-2112,Industrial Engineers,91,350230.0,350230.0,False,107900.0,729.0,1459.0,470.0,200.0,17.0,763.0,2188.0,670.0,780.0,729.0,1459.0,470.0,200.0,17.0,763.0,2188.0,670.0,780.0,0.002081489307026811,0.004165833880592753,0.001341975273391771,0.0005710533078262856,4.853953116523428e-05,0.0021785683693572797,0.006247323187619564,0.0019130285812180568,0.0022271079005225136
17-2121,Marine Engineers and Naval Architects,92,8440.0,8440.0,False,116680.0,225.0,613.0,179.0,210.0,0.0,205.0,838.0,389.0,205.0,225.0,613.0,179.0,210.0,0.0,205.0,838.0,389.0,205.0,0.02665876777251185,0.0726303317535545,0.021208530805687204,0.024881516587677725,0.0,0.02428909952606635,0.09928909952606635,0.046090047393364926,0.02428909952606635
17-2131,Materials Engineers,93,22770.0,22770.0,False,116380.0,8.0,49.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,11.714469453376205,64.32218649517685,0.0,0.0,0.0,0.0,76.03665594855306,0.0,0.0,0.0005144694533762058,0.0028248654587253778,0.0,0.0,0.0,0.0,0.0033393349121015837,0.0,0.0
17-2141,Mechanical Engineers,94,286760.0,286760.0,False,110080.0,2511.0,2520.0,1825.0,799.0,188.0,1163.0,5031.0,2624.0,1351.0,2511.0,2520.0,1825.0,799.0,188.0,1163.0,5031.0,2624.0,1351.0,0.008756451387920212,0.008787836518342865,0.006364207002371321,0.002786302134188869,0.0006556005021620868,0.004055656297949505,0.017544287906263077,0.00915050913656019,0.004711256800111591
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",95,6770.0,6770.0,False,108940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2161,Nuclear Engineers,96,14740.0,14740.0,False,134980.0,1572.0,744.0,714.0,203.0,473.0,303.0,2316.0,917.0,776.0,1572.0,744.0,714.0,203.0,473.0,303.0,2316.0,917.0,776.0,0.10664857530529172,0.05047489823609227,0.048439620081411124,0.013772048846675712,0.03208955223880597,0.02055630936227951,0.15712347354138398,0.06221166892808684,0.05264586160108548
17-2171,Petroleum Engineers,97,18970.0,18970.0,False,153560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2199,"Engineers, All Other",98,150750.0,150750.0,False,121720.0,8869.0,15773.0,5317.0,4851.0,1133.0,7836.0,24642.0,10168.0,8969.0,8869.0,15773.0,5317.0,4851.0,1133.0,7836.0,24642.0,10168.0,8969.0,0.05883250414593698,0.1046301824212272,0.03527031509121061,0.03217910447761194,0.0075157545605306795,0.05198009950248756,0.16346268656716417,0.06744941956882256,0.059495854063018244
17-3011,Architectural and Civil Drafters,99,109550.0,109550.0,False,68860.0,165.5,652.5,110.5,176.0,0.0,262.0,818.0,286.5,262.0,180.35602377093463,692.9222042139384,121.21015667206915,183.60075634792005,0.0,281.34737979470555,873.2782279848731,304.8109130199892,281.34737979470555,0.001646335223833269,0.0063251684547141794,0.0011064368477596454,0.0016759539602731177,0.0,0.002568209765355596,0.007971503678547449,0.002782390808032763,0.002568209765355596
17-3012,Electrical and Electronics Drafters,100,20020.0,20020.0,False,77960.0,1351.5,1082.5,864.5,395.0,0.0,262.0,2434.0,1259.5,262.0,1336.6439762290654,1042.0777957860616,853.7898433279308,387.39924365208,0.0,242.65262020529443,2378.721772015127,1241.1890869800109,242.65262020529443,0.0667654333780752,0.05205183795135173,0.04264684532107547,0.019350611571032964,0.0,0.012120510499764956,0.11881727132942692,0.061997456892108435,0.012120510499764956
17-3013,Mechanical Drafters,101,39900.0,39900.0,False,74040.0,43.0,26.0,36.0,0.0,0.0,0.0,69.0,36.0,0.0,43.0,26.0,36.0,0.0,0.0,0.0,69.0,36.0,0.0,0.0010776942355889725,0.0006516290726817042,0.0009022556390977444,0.0,0.0,0.0,0.0017293233082706766,0.0009022556390977444,0.0
17-3019,"Drafters, All Other",102,16010.0,16010.0,False,66530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-3021,Aerospace Engineering and Operations Technicians,103,9060.0,9060.0,False,86330.0,53.0,0.0,51.0,0.0,0.0,0.0,53.0,51.0,0.0,53.0,0.0,51.0,0.0,0.0,0.0,53.0,51.0,0.0,0.005849889624724062,0.0,0.005629139072847682,0.0,0.0,0.0,0.005849889624724062,0.005629139072847682,0.0
17-3022,Civil Engineering Technicians,104,62130.0,62130.0,False,68450.0,4953.0,2987.0,3882.0,1120.0,471.0,1576.0,7940.0,5002.0,2047.0,4953.0,2987.0,3882.0,1120.0,471.0,1576.0,7940.0,5002.0,2047.0,0.0797199420569773,0.0480766135522292,0.062481892805408015,0.01802671817157573,0.007580878802510864,0.02536616771286013,0.1277965556092065,0.08050861097698374,0.032947046515371
17-3023,Electrical and Electronics Engineering Technicians,105,92710.0,92710.0,False,78580.0,1933.0,3261.0,1271.0,1230.0,196.0,1460.0,5194.0,2501.0,1656.0,1933.0,3261.0,1271.0,1230.0,196.0,1460.0,5194.0,2501.0,1656.0,0.0208499622478697,0.03517419911552152,0.01370941645992881,0.013267177219285945,0.002114119296731744,0.015748031496062992,0.05602416136339122,0.026976593679214754,0.017862150792794736
17-3024,Electro-Mechanical Technicians,106,14680.0,14680.0,False,75710.0,305.0,1139.0,86.0,297.0,0.0,401.0,1444.0,383.0,401.0,305.0,1139.0,86.0,297.0,0.0,401.0,1444.0,383.0,401.0,0.02077656675749319,0.07758855585831062,0.005858310626702997,0.020231607629427793,0.0,0.02731607629427793,0.09836512261580381,0.02608991825613079,0.02731607629427793
17-3025,Environmental Engineering Technicians,107,12500.0,12500.0,False,63070.0,1140.0,419.0,859.0,200.0,20.0,0.0,1559.0,1059.0,20.0,1140.0,419.0,859.0,200.0,20.0,0.0,1559.0,1059.0,20.0,0.0912,0.03352,0.06872,0.016,0.0016,0.0,0.12472,0.08472,0.0016
17-3026,Industrial Engineering Technicians,108,73410.0,73410.0,False,69780.0,222.0,238.0,87.0,54.0,111.0,114.0,460.0,141.0,225.0,222.0,238.0,87.0,54.0,111.0,114.0,460.0,141.0,225.0,0.0030241111565181855,0.0032420651137447212,0.0011851246424192888,0.0007355946056395587,0.0015120555782590927,0.0015529219452390683,0.006266176270262907,0.0019207192480588475,0.003064977523498161
17-3027,Mechanical Engineering Technicians,109,37450.0,37450.0,False,72450.0,2135.0,261.0,1224.0,68.0,571.0,0.0,2396.0,1292.0,571.0,2135.0,261.0,1224.0,68.0,571.0,0.0,2396.0,1292.0,571.0,0.05700934579439252,0.006969292389853138,0.032683578104138855,0.0018157543391188252,0.015246995994659547,0.0,0.06397863818424566,0.034499332443257674,0.015246995994659547
17-3029,"Engineering Technicians, Except Drafters, All Other (#)",110,47525.0,47525.0,False,76948.3913729616,4983.0,9881.0,3451.0,3534.0,447.0,4552.0,14864.0,6985.0,4999.0,4983.0,9881.0,3451.0,3534.0,447.0,4552.0,14864.0,6985.0,4999.0,0.10485007890583903,0.20791162546028405,0.07261441346659653,0.07436086270384008,0.009405576012624935,0.09578116780641767,0.3127617043661231,0.14697527617043663,0.10518674381904261
17-3031,Surveying and Mapping Technicians,111,56720.0,56720.0,False,56890.0,158.0,18.0,148.0,0.0,0.0,0.0,176.0,148.0,0.0,158.0,18.0,148.0,0.0,0.0,0.0,176.0,148.0,0.0,0.002785613540197461,0.00031734837799717914,0.002609308885754584,0.0,0.0,0.0,0.0031029619181946405,0.002609308885754584,0.0
19-1011,Animal Scientists,112,2470.0,2470.0,False,104970.0,0.0,224.0,0.0,0.0,0.0,19.0,224.0,0.0,19.0,0.0,224.0,0.0,0.0,0.0,19.0,224.0,0.0,19.0,0.0,0.09068825910931175,0.0,0.0,0.0,0.007692307692307693,0.09068825910931175,0.0,0.007692307692307693
