task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
"direct or coordinate the supportive services department of a business, agency, or organization.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepare and review operational reports and schedules to ensure accuracy and efficiency.,11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
set goals and deadlines for the department.,11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"acquire, distribute and store supplies.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan, administer, and control budgets for contracts, equipment, and supplies.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor the facility to ensure that it remains safe, secure, and well-maintained.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hire and terminate clerical and administrative personnel.,11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduct classes to teach procedures to staff.,11-3011,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
"participate in architectural and engineering planning and design, including space and installation management.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manage leasing of facility space.,11-3011,64.0,18.0,54.0,0.0,0.0,0.0,82.0,54.0,0.0
"dispose of, or oversee the disposal of, surplus or unclaimed property.",11-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review project plans to plan and coordinate project activity.,11-3021,0.0,47.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
"manage backup, security and user help systems.",11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop and interpret organizational goals, policies, and procedures.",11-3021,74.0,374.0,56.0,117.0,0.0,234.0,448.0,173.0,234.0
"develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",11-3021,0.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
"consult with users, management, vendors, and technicians to assess computing needs and system requirements.",11-3021,398.0,2245.0,225.0,615.0,85.0,1568.0,2643.0,840.0,1653.0
stay abreast of advances in technology.,11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide users with technical support for computer problems.,11-3021,276.0,284.0,183.0,117.0,0.0,91.0,560.0,300.0,91.0
"recruit, hire, train and supervise staff, or participate in staffing decisions.",11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluate data processing proposals to assess project feasibility and requirements.,11-3021,73.0,0.0,63.0,0.0,0.0,0.0,73.0,63.0,0.0
control operational budget and expenditures.,11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review and approve all systems charts and programs prior to their implementation.,11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",11-3021,80.0,15.0,57.0,0.0,0.0,0.0,95.0,57.0,0.0
"assign and review the work of systems analysts, programmers, and other computer-related workers.",11-3021,61.0,0.0,47.0,0.0,0.0,0.0,61.0,47.0,0.0
"evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",11-3021,339.0,1328.0,174.0,470.0,90.0,822.0,1667.0,644.0,912.0
prepare and review operational reports or project progress reports.,11-3021,74.0,54.0,55.0,0.0,0.0,0.0,128.0,55.0,0.0
purchase necessary equipment.,11-3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",11-3031,0.0,69.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",11-3031,114.0,598.0,44.0,87.0,20.0,472.0,712.0,131.0,492.0
"prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",11-3031,100.0,184.0,83.0,88.0,0.0,62.0,284.0,171.0,62.0
provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,11-3031,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",11-3031,74.0,287.0,37.0,96.0,0.0,129.0,361.0,133.0,129.0
"advise management on short-term and long-term financial objectives, policies, and actions.",11-3031,0.0,87.0,0.0,0.0,0.0,18.0,87.0,0.0,18.0
"monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop and maintain relationships with banking, insurance, and nonorganizational accounting personnel to facilitate financial activities.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",11-3031,19.0,36.0,15.0,0.0,0.0,0.0,55.0,15.0,0.0
"delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lead staff training and development in budgeting and financial management areas.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"compute, withhold, and account for all payroll deductions.",11-3031,41.0,54.0,20.0,0.0,0.0,0.0,95.0,20.0,0.0
"handle all aspects of employee insurance, benefits, and casualty programs, including monitoring changes in health insurance regulations and creating budgets for benefits and worker's compensation.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive cash and checks and make deposits.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform tax planning work.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,11-3031,811.0,113.0,347.0,0.0,77.0,0.0,924.0,347.0,77.0
recruit staff members.,11-3031,109.0,63.0,85.0,20.0,0.0,0.0,172.0,105.0,0.0
prepare operational or risk reports for management analysis.,11-3031,53.0,0.0,47.0,0.0,0.0,0.0,53.0,47.0,0.0
evaluate data pertaining to costs to plan budgets.,11-3031,18.0,71.0,18.0,0.0,0.0,0.0,89.0,18.0,0.0
oversee training programs.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine, evaluate, or process loan applications.",11-3031,489.0,122.0,392.0,38.0,0.0,31.0,611.0,430.0,31.0
"approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",11-3031,34.0,0.0,27.0,0.0,0.0,0.0,34.0,27.0,0.0
oversee the flow of cash or financial instruments.,11-3031,24.0,51.0,18.0,0.0,0.0,0.0,75.0,18.0,0.0
"prepare financial or regulatory reports required by laws, regulations, or boards of directors.",11-3031,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
develop or analyze information to assess the current or future financial status of firms.,11-3031,2066.0,1902.0,1775.0,963.0,183.0,907.0,3968.0,2738.0,1090.0
communicate with stockholders or other investors to provide information or to raise capital.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",11-3031,47.0,81.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0
analyze and classify risks and investments to determine their potential impacts on companies.,11-3031,863.0,350.0,777.0,130.0,38.0,171.0,1213.0,907.0,209.0
network within communities to find and attract new business.,11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review collection reports to determine the status of collections and the amounts of outstanding balances.,11-3031,25.0,17.0,21.0,0.0,0.0,0.0,42.0,21.0,0.0
"establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.",11-3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.",11-3031,129.0,120.0,81.0,0.0,0.0,36.0,249.0,81.0,36.0
review reports of securities transactions or price lists to analyze market conditions.,11-3031,499.0,261.0,462.0,140.0,0.0,75.0,760.0,602.0,75.0
"direct insurance negotiations, select insurance brokers or carriers, and place insurance.",11-3031,16.0,17.0,15.0,0.0,0.0,0.0,33.0,15.0,0.0
submit delinquent accounts to attorneys or outside agencies for collection.,11-3031,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
"review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct or coordinate production, processing, distribution, or marketing activities of industrial organizations.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop or implement production tracking or quality control systems, analyzing production, quality control, maintenance, or other operational reports, to detect production problems.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review operations and confer with technical or administrative staff to resolve production or processing problems.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hire, train, evaluate, or discharge staff or resolve personnel grievances.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepare and maintain production reports or personnel records.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set and monitor product standards, examining samples of raw products or directing testing during processing, to ensure finished products are of prescribed quality.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop budgets or approve expenditures for supplies, materials, or human resources, ensuring that materials, labor, or equipment are used efficiently to meet production targets.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initiate or coordinate inventory or cost control programs.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"coordinate or recommend procedures for facility or equipment maintenance or modification, including the replacement of machines.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review plans and confer with research or support staff to develop new products or processes.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
institute employee suggestion or involvement programs.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"maintain current knowledge of the quality control field, relying on current literature pertaining to materials use, technological advances, or statistical studies.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
negotiate materials prices with suppliers.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collect and analyze production samples to evaluate quality.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analyze quality control test results and provide feedback and interpretation to production management or staff.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop production if serious product defects are present.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor performance of quality control systems to ensure effectiveness and efficiency.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instruct staff in quality control and analytical procedures.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
participate in the development of product specifications.,11-3051,0.0,49.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
"review statistical studies, technological advances, or regulatory standards and trends to stay abreast of issues in the field of quality control.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identify critical points in the manufacturing process and specify sampling procedures to be used at these points.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
create and implement inspection and testing criteria or procedures.,11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities.",11-3051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
